label,review
1,//@南京迈斯林移民: 回复@楚昭阳周健: 我们全权负责的哦~~ 欢迎咨询：025-86370099 我们会有专业顾问解答疑问。[可爱] //@楚昭阳周健:自己找项目吗
1,#天天向上#：【开场大来宾】感谢@NUEST_M 带来的特不一样的开场秀，劲歌热舞，火力十足。[威武][心]想看零剪辑完整版视频吗？今晚播出时，同步为大家放送！[围观]//@NUEST_M: 预告预告！首次中文版的《Face》舞台今天要在湖南卫视《天天向上》播出啦，大家要不眨眼的观看哦[太开心]真心希望你们能喜欢
0,小时候教室前面挂的望远图[晕]
1,娘啊！[哈哈][哈哈][哈哈] //@王兵的围脖:[哈哈][哈哈] //@杜磊有约:[偷笑]
1,有官员家属楼等于寡妇村之说[哈哈]
0,完全没法干活！[怒][怒][怒]
1,最近正在播的电视剧嘛[哈哈]
0,回复@EFZ??:[衰][衰] //@EFZ??:自己心?清楚就好 ?再多也?用不懂的?是不懂?是有人?往神? 免得被神?????
0,警惕所谓的驴友！人渣， //@心旷神怡摄影:这样的事情，简直就是人渣！[衰]
1,顶你 //@王小珂大战美少女战士:[酷]我是试吃王?我的口号：我试吃我光荣[嘻嘻][耶]
1,又到了呼啦的时间了，小懒虫们都起来吧[哈哈] [抱抱] [鼓掌]
0,哎！从明天开始正式带框镜了[汗][怒]
0,很想参加，但是。。我的女朋友[泪]。。只能明年了。//@百一文化老胡: 请师父@胡掌门 指示、批准！[爱你][围观]
0,@海洋国旅-自游海洋//@毛里求斯官方微博:看那天空 //@Z__j: 毛里求斯今天未免也太热闹了吧//@毛里求斯官方微博:[泪]最幸福最浪漫的事[鼓掌][鼓掌][心]
0,//@三摩地帮主://@古清生: //@春晖-来去吉祥: //@伍餐肉:求散布！//@GraceYim: ?? //@蒙嘉yo:[爱心传递] //@mavisleung:[心] //@吴尊家的宝://@粉红猪vivi: 快！ //@马靓ML:快！[泪][泪]
0,Assaggi。龙虾意面端上来，欣欣然翻开虾壳，空的！问服务员，说肉肉已经剁碎拌入面里。。。T骨牛排幸好没剁碎做成麻婆豆腐。。。想跟意大利大叔讨说法，八年的老店了，节操呢，然后意识到他和儿子因为东北大妈已被遣送回国了啊[晕][黑线][月亮]
1,[哈哈] //@宣亚张秀兵:[哈哈]/@Terence_Zeng://@张岩爱琢磨://@王琪cnmo:乔布斯重新定义了手机，罗永浩重新定义了傻逼。//@邱赞?: //@马晓松:点评的太狠了[偷笑]//@明威:[good]//@老玉米农场主:够狠 //@互联网的那点事:等老罗今天骂人！[哈哈]
1,今天的甜品有抹茶慕斯和橙味焦糖布丁哦！[嘻嘻] 另外@UID_Cafe 快爆仓啦！太火爆了！[威武][威武][威武] 我在这里:http://t.cn/z8AmiV7
0,看来今晚躲不过了[晕]
1,早安[亲亲]
1,[嘻嘻][哈哈][飞机][帅][奥特曼]
0,[蜡烛]//@怀念那抹忧伤:[蜡烛]//@吴顾问1970:[蜡烛]//@老友记Friend:安息[泪][蜡烛] //@曹峻Glacier2: 老杨，一路走好![泪]
0,半夜11点还被电话叫醒确认制作物，现在又饿又困，可是睡不着[泪]@菲比Febe
1,[晕][抓狂]换个地儿看。一百元和行长喝啤酒去！[做鬼脸][太开心]
0,?........你的意思是.....我之前?我不喝咖啡的！[失望]
1,图片库里的粉裤居然是偶哈哈[爱你]
1,名门之后[嘻嘻]还记得第一次接触青春版牡丹亭，是因为要到学校里去做活动，第一个看到很多当时的宣传资料，印象就是一个美。记得有一次在剧院门口遇到一个台湾人也是看昆曲出来，问路，正好方向相同就送她去了酒店，一路上说起白先勇为昆曲所做的努力，感叹竭其毕生精力。
1,在生过两个宝宝之后...恭喜你啊！[鼓掌]
1,猫咪的情人节[哈哈]
0,1月18号就可以一起去了//@好人雨筠: //@万事成于平衡而败于偏执: 主页君，我们之前获得的免费门票什么时候能去呀[泪]//@三清山风景名胜区官方微博:欢迎给我们发回实时照片！[浮云][浮云]
1,黑天蝎座啊//@左影右虹:每次发处女箴言，江老大都是第一个转发！[哈哈] //@江筱湖:这话还比较靠谱。据说处女男是渣男。。。作为大处女女，我没有压力。[笑哈哈]//@左影右虹: [哈哈]
0,今晚就喝这个[吃惊]是专门给大叔准备的吗[泪]
1,不是国土资源局有卫星监测吗？不允许出现豪宅低密度吗？一切都他妈是扯淡 //@我定成为峰: 山沟沟里的白宫[嘻嘻]
1,大理欢迎你![嘻嘻]
1,兄弟，啥时候聚聚[嘻嘻]
1,矮油～太不好意思了[可爱]给自己打九十分是典型的月光卖瓜，忘记谦虚下老[偷笑]嘿嘿，午餐好胃口[耶]
1,去朋友家吃饭拎瓶酒，这意义就不同了，叫做社交[嘻嘻]
1,#美食#工体Fubar福吧的招牌鸡尾酒：Dizzy Buddha！葡萄味浓，我就喜欢！[嘻嘻][嘻嘻][嘻嘻]
0,回复@?之巢:有机缘一定会再聚的！[可爱] //@?之巢:呀，最近被海王彻底整脑残了，突然发现自己报名参加了今天的活动！太羞愧了香香姐，没打声招呼就爽约，只能眼馋了，下次狠狠补一次！[泪]
1,回复@evenjs:[左哼哼]我只有大睛天才会开心，天气一阴，心情也沉 //@evenjs:每次看到下雪都满心欢喜啊，瑞雪纷飞的清晨一扫往日的阴霾，明早要早起去香山颐和园拍雪景！ //@秋实_julia:才有点咱们东北的赶脚儿，对不对？想家了，老家的大院儿、早起的军歌、家里的发小儿……  //@evenjs:又下雪啦[嘻嘻]
0,我叫不高兴。。没头脑和不高兴。。。[失望]
0,[晕][哈哈][抓狂]@逄帅91 @权金城市场总监-吴楠 @权金城-王艳霞 @权金城-金花
1,怎么不坚持一下啊？据说三月份就上市了（大陆）。界面漂亮吧？[哈哈]继续NOKIA ，绝不移情别恋！
0,哎在地铁发现贴面的希望女性保护好自己的贵体差点儿我就给丫坐屁股底下[怒][怒] 我在:http://t.cn/zTHpUgr
0,[偷笑][偷笑] //@德胜门华宇假日酒店:什么什么？羽毛球啊？额...预感不好...//@999金牛虹虹: //@小白肘子: 大家玩一玩，不用紧张！ //@北京红杉假日酒店:搞的好紧张啊[泪]//@长峰假日酒店: @北京红杉假日酒店 @德胜门华宇假日酒店 26号好好切磋下哈[偷乐]//@靠谱的GraceGao: [哈哈]我攒了很久的RP啊
1,#嘉人美妆精英学院线下课堂#和闺蜜@Nina小左 去参加@嘉人美妆官方微博 美妆1+1，和闺蜜一起学化妆做造型！我俩还获得最佳服饰搭配以及妆容奖噢！[害羞][威武]没有商量却同时穿了黄色搭配彩色瘦腿裤。闺蜜就是闺蜜啊！@飞利浦中国 的卷发棒超好用[哈哈] 轻松打造自然大卷发[偷笑]
1,回复@双下巴SERENA:默默的等待[爱你][爱你]//@双下巴SERENA:不是北京的我们肿么才能经常吃到可爱的黄太吉呢(??ˇ_ˇ??)??… //@黄太吉传统美食:不加盟，询问的朋友就不一一回复了 //@枯叶之堞:绝不加盟！
0,我背着房子很重很重。。。他倒是有个房子呢[泪]
1,欢迎新朋友的到来! 建议大家分享一下当今时尚高档的食材~~~[给力] [太开心]
0,选择已定，静候行动//@福建登云庄主:[哈哈]打！//@环海花园: 来软的小日本不吃，来硬的，揍小日本没商量。。[怒骂]
1,[哈哈][抓狂]//@北京厨子:[哈哈]//@吾醉吾梦: [哈哈] //@假行僧老巩: [哈哈]//@聊发微博狂: [哈哈]//@孟恕华:[转发]
1,[哈哈][哈哈]，衰男！ //@海淀翔哥:回复@张剑的自由世界:绝句！  //@张剑的自由世界:人从此后羞治波，丫到墓前愧姓林！
1,咋有眼眶湿润的赶脚？我又相信爱情了。[嘻嘻][爱你]
0,内子@兔拉拉810 和外星兔＂给我＂。它名字就叫＂给我＂所以当内子有时让我把＂给我＂递给她时总会说这么句晕话：“老公你把给我给我。”[抓狂]
0,在某些方面必须狠！哈哈[抓狂] //@地中海波斯猫: @李小亭同学 对自己狠点?你懂滴 //@夏天之午后阳光:这段话说给自己听！
1,你是幸运的，他是幸福的[可爱]
0,过双十啊。//@金磊: 确实如此//@来去之间: [衰] //@万鹏WP:真是这么回事... // @郭晓光 :杨老师机敏 // @真夜语 :没有你们日本人，我们哪有这个假期。。。
0,炎炎夏日澜出街，只为我的指甲，光疗毁一生。[晕]永不回头！！！！
0,他到底犯了什么错你们要这样对待他[泪]   屁股好翘[心] 我在:http://t.cn/8FqA3Xf
1,自助改期服务小海官方网站上线啦。[可爱]亲们无需再拨打人工热线电话，可直接登录小海官方网站，操作改期。3月21日起至2014年4月30日，凡在官网完成自助改期操作的旅客均有机会参加抽奖哦。[太开心]改期详细规定及活动详情请参见：http://t.cn/8s5uHt3
1,回复@李小萌的以前以后:雷死老娘了！！！@蔡诗要美爆了 @真奶虎将 @?惠? @宋思乐 @Hi-我是金鱼 @我不是你好凯蒂 @yoyao @白水January @任民在路上 //@李小萌的以前以后:太欢乐了[哈哈][哈哈][哈哈]@林月珍 //@婷婷131:现在都流行齐B
1,想参加[哈哈]
1,要是还不够，明天继续再来吧！[哈哈]
0,#美好设计#大熊?别再吃啦?都快让你吃完了！[泪]
0,坐了五个小时的汽车，经历各种各种各种各种各种各种检查，终于到站了！！[晕][衰][汗][泪]今天的经历是我来伊拉克后最丰富的一次！虽然丰富却不一点儿都不精彩！
0,[泪]?(￣?￣)?我也来顶一下吧!
1,"画乌龟？[哈哈] //@火火的尖果儿路??:[哈哈][哈哈][哈哈][哈哈] //@家庭幽默录像:人生难得有那么一帮""2货""陪自己一起2![good]"
1,回复@贝贝凝洛儿:亲亲购买了吗？[偷乐]限量88元吊绳福袋内含三款动物造型吊绳，跟好友分享刚刚好哟！[挤眼] //@贝贝凝洛儿:[鼓掌]
1,阿迈瑞肯老大//@酸辣椒炒肉: 我？美食家？美食都是辣的？ //@大军1969:我是一个假美食家 //@每天搞笑排行榜: 我是市委书记[哈哈]
0,回复@涂鸿钦:员工餐 //@涂鸿钦:怎么看着那么好吃[泪]
0,回复@NoFatcat:军哥以家庭的名义捐款一百万元??? //@NoFatcat:军哥，说的好感人[泪][泪]
1,不得不说今天的杨桃院子有两个寿星[偷笑]，原本只是想让大家关注姐，实在是寿星男气场太强大@蓝颜哈包  咱们的吧台长，买了两箱酒请客人，帅到爆，[嘻嘻]今夜别睡，院子喝酒！
0,咱们仨是冠亚军+第五名，哈哈@Luna熊猫爱旅行 @mia327 //@Luna熊猫爱旅行:真的啊真的啊？ //@小星星的小白天:会来么会来么！[泪] //@??Becky: 终于等到了[泪]@小星星的小白天
0,我要回曾厝?…帝都已经找不到鸡了！[泪][泪][泪]
1,[鼓掌]  //@心一微凉:期待
0,[衰]都没找着从哪儿断句 你深入浅出点能死吗？？？
0,什么情况？ //@属猫的鱼: [汗] //@钱塘自古繁华:[衰]//@殆知阁://@夜舞幽篁: 恶心 //@直发小卷子:这事真他妈无耻//@ka_吴庚霖头好壮壮: 维稳维成SB，当地政府为了一点点政绩真是彻底不要脸了//@马伯庸: 既然如此，那就让全国人民都来参与一下评选好了。
0,马航370，如果你听得到……[泪]
0,一大早电梯故障[泪][泪][泪]走楼梯吧[抓狂][抓狂]
1,好像是的[嘻嘻]//@俞佳薇pp:// @猫扑 :同一家医院出来的吧？
1,名字可能也是御赐的[嘻嘻][嘻嘻]//@飞落疯人院的ST姜珂:有点像黄宏嘛[哈哈]
0,#搬家ing#无数锅、无数被子、无数枕头、无数毛巾、无数勺、无数叉子、无数手纸、无数牙膏、无数拖鞋、无数瓜子、无数干果、无数酒、无数香皂、无数杯子、无数工艺品、无数旅游纪念品、无数盘子、无数电线、还有因为乔迁收到的很多根本和这个屋子配不上的书画作品[泪][泪][泪]和旧观念斗智斗勇又一天～
1,怎么？ //@中国茶房8新宿店:今天的女生有点不一样喔~~~ //@美食重庆人:欢迎光临新宿店 //@留学Tokyo:回复@马剑是谁:OKOK 万分感谢[嘻嘻] //@马剑是谁:那不好意思了，下回来提前@我[偷笑][握手][握手][握手]
0,脑满肠肥的都是高官，这种政权应该早点垮台。 //@很想中国好:饿死是死，造反 不一定谁死 //@白水壹君:这是仪仗队吖，其他军人该是啥样？平民百姓呢？[泪] //@老金来也: 严重的营养不良！但还是誓死捍卫三胖的独裁统治。
1,不怕厨师懒，就怕没想法。//@边疆边吃边说: 创意出于厨师手懒[哈哈]
1,哈哈，起先选奖品的时候，胃也以为是吃的呢[害羞]//@天使落凡尘2009: 我以为桃子可以吃呢[哈哈]
1,回复@曲辰立?:是，?路新浪直播，晚上七?！7／29日！ //@曲辰立?:像上次一样，会有微直播的是吧~ //@文茜小妹大:7／29  //@NasSUu:挖哦[鼓掌][鼓掌][鼓掌][鼓掌] //@文茜小妹大:7／29  //@NasSUu:挖哦[鼓掌][鼓掌][鼓掌][鼓掌]
1,看来我要继续走文艺路线了[哈哈][哈哈] //@挹梅:最文艺范儿的作者非你莫属[哈哈]
0,回复 @郑德华律师:[泪] //@郑德华律师: 因为太旧了
1,哪个中央的意见？[哈哈]
1,@姚荣Happy-Virus 比盖茨了不起//@大鼓楼:昨天我用天津口音问@乔巴皮皮 ，你看那个“了不起的比茨盖”了么？//@尚喜师傅膝盖中箭: 以前一直以为是比尔盖茨的自传呢，不认真看书名害死人。。//@TimeOut北京: [嘻嘻][嘻嘻]
1,[鼓掌] //@麦兜吉吉:转啦 //@沈么么:转给重口味 //@小九娘:@金_NEW
0,好累，还有一天呀????[抓狂][晕]
0,胃口象撕裂的疼 饿的浑身哆嗦。 一会一身虚汗 全身跟洗澡一样 重新坐月子了[泪] //@霍霍要加油:转发微博
1,//@哎呦兔牙宝:大家快来吃爸比的火锅店! //@刘海斌强强:店庆25周年！打[嘻嘻][嘻嘻][嘻嘻]折了！
1,#年度优秀员工#[good]今天的员工年会上，酒店总经理康博文先生为荣获年度优秀员工的两名员工，餐饮部的耿丽和电脑部的王兰岩颁发了荣誉证书和奖金，以感谢他们在这一年里为工作所付出的努力和贡献。[鼓掌]
0,父爱深沉！[泪][泪][泪] //@浮云天马心:有人，坚持着努力地活着、然后最终成就了自己。普通人的父母，更不平凡的爱。  //@渡渡鸟文摘:这个父亲，让人泪流满面。哭到抽噎。关于家庭教育，没有什么可以纠结，即使匿迹藏踪的苦劳苦作，心头有爱与责任，所有的重量都会化作天堂的阶梯。。。泪飞。
0,一样一样啊，这天气在家赖床多舒服啊[睡觉][睡觉]#失眠签到#春乏秋困，我好困[悲伤][悲伤]
0,#一句话形容你的体重# 只能对肥肉说：野火烧不尽，一顿饭就升。[泪]
0,#十二罗汉?阿拉斯加生死漂流#我们又找了片河滩靠岸，因为这里有涓涓溪水汇入，溪水清澈，我们要在这里补充淡水。但是溪水这里是三文鱼洄游的入口，这意味着这里是棕熊和黑熊出没的地方。两个倒霉蛋被推出来承担这任务，虽然带着枪，硬着头皮上，而且那里蚊子还特别多。[抓狂]
0,回覆@张天壹:爸妈，他还没离呢。 //@张天壹:求一个大龄未婚男青年不想被父母催婚的签名。[泪]
0,猫窝拆了，猫还在！//@diudiududu:@幸运土猫  //@diudiududu:今天城管和警察又来威胁任爷爷和任爷爷的老伴，说要把猫都抓走，处理掉！[泪]有没有认识动物保护协会的朋友，帮忙想想办法，怎么才能保住猫窝和猫的性命！[心]
1,@我很奇怪我很搞笑我头发很乱   搓，，当你还活着这微博，爱你，[爱你][爱你][爱你][爱你][爱你][爱你][爱你]
1,不得?地大小便。 //@龙双丰:别急噻，乃大鹏金翅鸟！ //@哈戳戳: 明白，你尿憋了。[哈哈] //@龙双丰:等到，那我就马上放一只鸟出来耍耍。//@哈戳戳:兄弟，你也成仙了，????敢出?翱翔。 //@龙双丰:这只鸟已经羽化成仙了。 //@竹子做的熊?: 沉痛悼念25万@诗人海波 @哈戳戳 @龙双丰 @王琪博
1,[哈哈] //@一顾一顾酱:小情调
0,车祸，上班坐226巴士，接近丽影广场前面行驶小车突然刹车(事发后逃逸)，我们的巴士也跟着急停，车的惯性将我从下车门口右边摔到左边，直接撞在柱子上，痛！痛痛！[泪]
1,啊！怎么半夜才下节目么？哎呀，快补补，快补补~~[爱你][哈哈] //@韩姐教你下厨房:不肯吃盒饭下了节目看这饿呀[泪]
0,到家了。好累。[衰][睡觉]明天身体一定要好起来。 http://t.cn/zO0Firv
1,[哈哈][偷笑]//@李开复:太坏了！[偷笑]
0,谁说喝牛奶有助睡眠的[泪]
1,亲，到都太来就不要怕腰带紧哦[嘻嘻]
0,有点儿想回老家了[泪]
0,我怎么无见过[泪]
1,香港，第二张（突然好想你）[爱你][爱你]
0,早干麻呢？？现在出来火上浇油了//@水儿心：//@侯宁：性别错乱[抓狂] //@水皮:难怪现在电视上的男孩都跟小沈阳一样呢，有答案了
0,夏天除了热让人觉得烦躁之外！还有就是“小强”的存在！！！[抓狂] [抓狂] [抓狂] 有多少亲亲要开始与小强的世纪之战呢？！[衰]
0,不如看会流星花园！[衰] //@秦小姐_Smile:哈哈哈，我要看~~[哈哈] // @田耀儿 :没啥好看的！ //  @陈昊明  :但愿晚上能看见 我都没见过流星雨……
0,[怒]//@赵烟侠: //@mcaribou://@鸟网村长:太残忍了 ，鸟人见了就转引起当地重视 ！拜托了
1,[爱你][亲亲]
0,本想看个片子睡前休息放松一下，结果把自己看兴奋了！一部2005年上映的作品彻底把偶弄清醒了！明早谁起来送老大啊？！[泪][泪][泪][泪]
1,[哈哈] //@遨游知道：[哈哈] //@小百味：千万留神坐姿！！[晕]
1,恭喜啦[鼓掌]//@浙江卫视-人生第一次: 恭喜小伙伴，感谢一路有您[礼物]//@浙江卫视十足女神Fan: 恭喜@沫小乖麽 获得iphone 5s一部[礼物]请私信您的邮寄地址及联系方式，我们将尽快为您寄出奖品哦[得意地笑]感恩2013，一起#浙江卫视新年倒计时#[钟]
0,[晕]//@微群小助手:长三角多个城市火车站系统瘫痪，你们那边还正常吗？
0,回复@Ciky的角落:我要晕了，你们的时间很难排呀[抓狂] //@Ciky的角落:还有胖子，你顺带看看他和苏童鞋的时间吧。部队正在壮大中。。。
0,#酒店活动#抓拍失败。[衰]。今天是一位老师的生日。大家一起给他唱生日歌。那位老师坐下的太快啦[偷笑]。木有拍到[委屈]。左下图各位老师在歌声中各位high阿。右下图的英格兰帅哥上来就吐槽了下今天凌晨他们国家队在欧洲杯上的表现[挖鼻屎][偷笑]@思腾中国 http://t.cn/zW28ofc
0,[怒][怒] //@哈尔滨微吧:【索菲亚教堂前的鸽子后续[蜡烛]】当日，成群鸽子死亡，有的是在地面歪倒的，有的从高处落地后扑棱着翅膀、折腾一会不动了。一少年慌张地用大口袋装死鸽子，被发现后逃跑。另一少年被抓，其家长赔偿了死亡鸽子的损失，该人也承认自己年幼无知做出蠢事。http://t.cn/8kBbouG
1,今天好冷 还下雨 晚上出来多加件衣服 晚上见[亲亲]
1,闪亮的青春-CJW！转发让大家感染一下你们的灿烂可以吗？[跳舞花][抱抱]
1,餐饮人的骄傲吧 //@Leo-李昕:[哈哈]//@萌晕我吧: 眼花了 看成是厨师乘热气球钓鱼 还以为是业界良心//@Leo-李昕: 怎么能让岛国救呢！这是主权问题，中国海警应该讲其再次丢入海中，经过72小时惊心动魄的救援把他救上来！！[笑哈哈]
0,上海这雾[衰][衰][衰]
0,回复@剑小三:我们不习惯吹牛。 //@剑小三:光说不练，嘴把式，打啊[怒]
0,又?了[晕][晕]
1,回复@JenaKwok_7星:你没看？在请你们吃鲍鱼，外加俩鸡翅[哈哈][哈哈] //@JenaKwok_7星:你在干啥呢
1,末日之夜回到家泡一壶06年的西双版纳马帮67号熟普洱，你还求什么？[哈哈]
1,#R美食控#摄影大赛前三甲作品微博投票倒计时中！还有7个小时投票就要结束啦！投票结果将直接影响最终名次！万丽品牌将综合评委团评分和微博人气票数，在15幅最佳作品中评选出前三甲。你的一票将决定大奖花落谁家！普吉岛双人游、佳能7D相机将被谁收入囊中呢？小编和亲们分享几幅呼声较高的作品吧[鼓掌]
0,#今日谷雨# 雨生百谷 春将离去 也是进补的好节气[馋嘴] 在4S店做检查 估计要一天了 好无聊 幸亏带了笔记本可以看看电影[泪] 北京车展车模来面试 听到一句话：为了青春美 冻死不后悔[偷笑][偷笑][偷笑]
1,张贴到员工天地，例会时要表扬，要广而告之[鼓掌][鼓掌][鼓掌]
0,[怒]//@守候者说: 转发微博
1,#美国旅游#渔人码头久负盛名的老牌餐厅Fishermens，守着无敌海景环境菜品可圈可点。其实我推荐的是另外一家[偷乐]，但到达时被告知等位需1小时迅速转站到这家，除了龙虾牛排还要朵颐海蟹，绝对要让第一次来旧金山的朋友不留遗憾[好爱哦]玩美吃美[爱你]@加州旅游局 @深玩美利坚
0,回复@叫我嗨???:[泪]//@叫我嗨???:[偷乐][偷乐][偷乐]//@大卫独夫DE吴志伟:我…已经没有备用眼镜了――今天必须去配眼镜：之前上京，找到理由偷懒不去配眼镜，现在被芝麻等逼的……我今天必须去配眼镜[抓狂]//@张芳菲_Fiona:我不知道该怎么说。//@大卫独夫DE吴志伟:我…已经没有备用眼镜了――今
1,我觉得此报道的英国媒体没有真正“走转改”[哈哈]
0,孩子，你这是有多讨厌上学呀！[晕] // 9月1日在英国利兰市，5名11岁至15岁的少年潜入教学大楼，纵火烧掉了整栋楼。当天是开学前一天。当地媒体报道称，这5名在校学生因为不想回学校上课，就放火烧了学校。http://t.cn/z8flZZV
0,[蜡烛][蜡烛]//@王树彤:[蜡烛][蜡烛][蜡烛] //@每日经济新闻:【今夜请为239个生命，点燃一支[蜡烛]】飞机失联17天，我们仍在等待，但奇迹终没有出现！239个鲜活的生命，154名同胞就此消逝！在天堂愿你们安好！今夜请为那些鲜活的生命点燃一支蜡烛[蜡烛][泪]
